timestamp,event_type,source,artifact,description,evidence_id,confidence,notes2026-09-06T22:42:24-04:00,file_created,E003-Autopsy,C:\Users\labuser\Documents\Staging\client_contacts.csv,Allocated copy created in Staging,E003,High,Creation timestamp observed in NTFS metadata
2026-09-06T22:43:07-04:00,file_created,E003-Autopsy,C:\Users\labuser\Documents\Staging\quarterly_summary.txt,Allocated copy created in Staging,E003,High,Creation timestamp observed in NTFS metadata
2026-09-06T22:43:28-04:00,file_created,E003-Autopsy,C:\Users\labuser\Documents\Staging\project_notes.txt,Allocated copy created in Staging,E003,High,Creation timestamp observed in NTFS metadata
2026-09-06T22:54:02-04:00,archive_created,E003-Autopsy,C:\Users\labuser\Documents\project_archive.zip,ZIP archive created containing three project files,E003,High,Archive creation timestamp and contents observed in Autopsy
2026-09-06T22:54:03-04:00,file_modified,E003-Autopsy,C:\Users\labuser\Documents\project_archive.zip,ZIP archive metadata shows final modification one second after creation,E003,High,NTFS modified timestamp observed in Autopsy
2026-09-07T13:05:35-04:00,file_deleted,E003-Autopsy,C:\Users\labuser\Documents\ProjectAtlas\meeting_notes.txt,Recycle Bin artifact records deletion from original ProjectAtlas path,E003,High,Parsed by Autopsy Recycle Bin Analyzer
2026-09-07T13:14:07-04:00,file_deleted,E003-Autopsy,C:\Users\labuser\Documents\ProjectAtlas\quarterly_summary.txt,Recycle Bin artifact records deletion from original ProjectAtlas path,E003,High,Parsed by Autopsy Recycle Bin Analyzer
@'
2026-09-07T11:59:49-04:00,usb_device_attached,E003-Autopsy,GEMBIRD DM8261 Flashdisc,Removable storage device artifact identified on endpoint,E003,High,USB Device Attached artifact parsed by Autopsy
'@ | Add-Content "case-01-windows-endpoint\timeline.csv"
